Character,Dialogue,EpisodeNo,SEID,Season
JERRY,"So, why don't you just try your blow-off number and see if he's called it?",10,S09E10,9
ELAINE,That's a good idea.,10,S09E10,9
KRAMER,"(Answering phone) Yeah, Go! Wha.. really? Yeah, ok. Yeah! Bye. (Hangs up) Great news! Yeah, the strike has been settled. I'm going back to work.",10,S09E10,9
JERRY,What strike?,10,S09E10,9
KRAMER,"Yeah, H&H Bagels. That's where I worked.",10,S09E10,9
JERRY,You?,10,S09E10,9
ELAINE,Worked?,10,S09E10,9
JERRY,Bagels?,10,S09E10,9
KRAMER,"Yeah. Look, see. I still have my business card. (Pulls it out, hands it to Elaine) Yeah, we've been on strike for 12 years.",10,S09E10,9
ELAINE,"Oh, I remember seeing those guys picketing out there, but I haven't seen them in a long time.",10,S09E10,9
KRAMER,"Yeah, well, H&H wouldn't let us use their bath room while we were picketing. It put a cramp on our solidarity.",10,S09E10,9
ELAINE,What were your.. demands?,10,S09E10,9
KRAMER,"Yeah, 5.35 an hour. And that's what they're paying now.",10,S09E10,9
ELAINE,I believe that's the new minimum wage.,10,S09E10,9
KRAMER,"Now you know who to thank for that!.. Alright, I've got to go. (Heads for the door)",10,S09E10,9
JERRY,Why didn't you ever mention this?,10,S09E10,9
KRAMER,"Jerry, I didn't want you to know I was out of work. It's embarrassing! (Leaves) (Scene ends)",10,S09E10,9
[Setting,H&H Bagel Shop],10,S09E10,9
KRAMER,"All right, everybody! I'm back!",10,S09E10,9
MANAGER,Who are you?,10,S09E10,9
KRAMER,Cosmo Kramer.. strikes over.,10,S09E10,9
MANAGER,Oh yeah! Kramer.,10,S09E10,9
KRAMER,Huh.. wha- Didn't any of the guys come back?,10,S09E10,9
MANAGER,"NO, I""m sure they all got jobs.. like, ten years ago.",10,S09E10,9
KRAMER,"Oh, man. Makes you wonder what it was all for..",10,S09E10,9
MANAGER,I could use someone for the holidays..,10,S09E10,9
KRAMER,"Alright! Toss me an apron, let's bagel! (Takes off his coat, puts it in the display case, then turns to see a plate full of bagels.) What are those?",10,S09E10,9
MANAGER,Those are rasin bagels.,10,S09E10,9
KRAMER,"(Picks one up, he's mesmerized) I never thought I'd live to see that..",10,S09E10,9
[Setting,Horse Track Betting],10,S09E10,9
ELAINE,"So, anyway, I've been giving out your number as my standard fake.",10,S09E10,9
BOOKIE,So. You're Elaine Benes. We've been getting calls fro you for 5 years.,10,S09E10,9
ELAINE,"So, listen, when this guy calls, if you could just give him my real number..",10,S09E10,9
BOOKIE,"(Interrupting) Hey, Charlie! Guess who's here. Elaine Benes.",10,S09E10,9
CHARLIE,Elaine Benes?!,10,S09E10,9
BOOKIE,"You make a lot of man friends. You know who's a man? Charlie here, he's a man. You know who else? Me. I'm a man.",10,S09E10,9
CHARLIE,(faintly) I'm a man.,10,S09E10,9
ELAINE,Ohh.. my..,10,S09E10,9
BOOKIE,"I'll have this best guy call your real number. You just, uh, give it to me. And that way, I'll have it. (Slides a pad over to Elaine so she can write it down)",10,S09E10,9
ELAINE,"My number? Ohh.. (looks at Kramer's business card) Okay.. Uh, well, there you go. (writes H&H's number down) And, uh, tell you what.. (looks at the board in the back) put a sawbuck on Captain Nemo in the third at Belmont.",10,S09E10,9
[Setting,classy restaurant],10,S09E10,9
TIM,"Hey, Jerry.",10,S09E10,9
JERRY,"Hey, Tim.",10,S09E10,9
TIM,What's up?,10,S09E10,9
JERRY,"Actually, I'm having dinner with a girl I met at your party.",10,S09E10,9
TIM,Mazel Tov.,10,S09E10,9
GWEN,Jerry.. hi.,10,S09E10,9
JERRY,Gwen?,10,S09E10,9
GWEN,Yeah.,10,S09E10,9
JERRY,(Not willing to believe how much uglier she is) Really?,10,S09E10,9
GWEN,"Yeah! Come on, our table is ready.",10,S09E10,9
[Setting,Jerry's apartment],10,S09E10,9
GEORGE,"So, attractive one day - not attractive the next?",10,S09E10,9
JERRY,Have you come across this?,10,S09E10,9
GEORGE,"Yes, I am familiar with this syndrome -- she's a two-face.",10,S09E10,9
JERRY,(Relating) Like the Batman villain?,10,S09E10,9
GEORGE,(Annoyed) If that helps you..,10,S09E10,9
JERRY,"So, if I ask her out again - I don't know who's showing up The good, the bad, or the ugly.",10,S09E10,9
GEORGE,(Identifying what Jerry said) Clint Eastwood!,10,S09E10,9
JERRY,Yeah.,10,S09E10,9
GEORGE,"Hey, check this out. I gotta give out Christmas presents to everyone down at Kruger, so I'm pulling a Whatley. (Give a Christmas card to Jerry)",10,S09E10,9
JERRY,"(Reading it) ""A donation has been made in your name to the Human Fund."" - What is that?",10,S09E10,9
GEORGE,(With pride) Made it up.,10,S09E10,9
JERRY,"(Continuing reading) ""The Human Fund. Money for people.""",10,S09E10,9
GEORGE,What do you think?,10,S09E10,9
JERRY,It has a certain understated stupidity.,10,S09E10,9
GEORGE,"(Once again, Identifying) The Outlaw of Josey Whales!",10,S09E10,9
JERRY,..Yeah.,10,S09E10,9
KRAMER,"Ah, gentlemen.. bagels on the house!",10,S09E10,9
JERRY,How was your first day?,10,S09E10,9
KRAMER,"Oh, fantastic! (Jerry and George both pick out a bagel) It felt so good to get my hands back in taht dough.",10,S09E10,9
JERRY,Your hands were in the dough?,10,S09E10,9
KRAMER,"No, I didn't make these bagels. (Jerry and George both take a bite) Yeah, they're day-olds. The homeless won't even touch them. (Jerry and George stop eating) Oh, we try to fool them by putting a few fresh ones on top, but they dig.. they, they test.",10,S09E10,9
GEORGE,"Alright. Uh, well, I'm out of here. (Gets up to leave)",10,S09E10,9
JERRY,Happy Festivus!,10,S09E10,9
KRAMER,What's Festivus?,10,S09E10,9
JERRY,When George was growing up..,10,S09E10,9
GEORGE,(Interrupting) No!,10,S09E10,9
JERRY,His father..,10,S09E10,9
GEORGE,Stop it! It's nothing. It's a stupid holiday my father invented. It doesn't exist!,10,S09E10,9
ELAINE,"Happy Festivus, Georgie.",10,S09E10,9
KRAMER,Frank invented a holiday? He's so prolific!,10,S09E10,9
ELAINE,"Kramer, listen, I got a little phone relay going, so, if a guy calls H&H and he's looking for me, you take a message.",10,S09E10,9
JERRY,You're still trying to gget that free sub?,10,S09E10,9
ELAINE,"Hey! I have spent a lot of time, and I have eaten a lot of crap to get to where I am today. And I am NOT throwing it all away now.",10,S09E10,9
JERRY,Is there a captain's hat involved in this?,10,S09E10,9
ELAINE,Maybe.,10,S09E10,9
[Setting,H&H Bagel Shop],10,S09E10,9
FRANK,"Kramer, I got your message. I haven't celebrated Festivus in years! What is your interest?",10,S09E10,9
KRAMER,"Well, just tell me everything, huh?",10,S09E10,9
FRANK,"Many Christmases ago, I went to buy a doll for my son. I reach for the last one they had - but so did another man. As I rained blows opon him, I realized there had to be another way!",10,S09E10,9
KRAMER,What happened to the doll?,10,S09E10,9
FRANK,"It was destroyed. But out of that, a new holiday was born. ""A Festivus for the rest of us!""",10,S09E10,9
KRAMER,That musta been some kind of doll.,10,S09E10,9
FRANK,She was.,10,S09E10,9
[Setting,Kruger Office Building],10,S09E10,9
GEORGE,"Merry Christmas, Merry Christmas! (Co-worker gives a gift to George) Oh, Sandy! Here is a little something for you.. (hands her a card)",10,S09E10,9
SANDY,"(After reading the cheap gift, she's suddenly unimpressed) ..Oh.. thanks. (Walks off)",10,S09E10,9
GEORGE,"Phil, I loved those cigars! Incoming! (Flicks his card tward Phil)",10,S09E10,9
PHIL,Ow!,10,S09E10,9
GEORGE,"Aw, Mr. Kruger, Sir. Merry Christmas! (Hands him a card)",10,S09E10,9
KRUGER,Not if you could see our books.. what's this?,10,S09E10,9
GEORGE,The Human Fund.,10,S09E10,9
KRUGER,Whatever. (Walks off),10,S09E10,9
GEORGE,Exactly. (Sees an off-camera co-worker) Erica!,10,S09E10,9
[Setting,H&H Bagel Shop],10,S09E10,9
FRANK,"And at the Festivus dinner, you gather your family around, and you tell them all the ways they have disappointed you over the past year.",10,S09E10,9
KRAMER,Is there a tree?,10,S09E10,9
FRANK,"No. Instead, there's a pole. It requires not decoration. I find tinsel distracting.",10,S09E10,9
KRAMER,"Frank, this new holiday of yours is scratching me right where I itch.",10,S09E10,9
FRANK,"Let's do it then! Festivus is back! I'll get the pole out of the crawl space. (Turns to leave, meets up with Elaine)",10,S09E10,9
ELAINE,"Hello, Frank.",10,S09E10,9
FRANK,"Hello, woman. (leaves)",10,S09E10,9
ELAINE,Kramer! Kramer.. any word from the vest?,10,S09E10,9
KRAMER,"No. (To manager of H&H) Ah, listen, Harry, I need the 23rd off.",10,S09E10,9
MANAGER,Hey! I hired you to work during the holidays. This is the holidays.,10,S09E10,9
KRAMER,But it's Festivus.,10,S09E10,9
MANAGER,What?,10,S09E10,9
KRAMER,You know you're infringing on my right to celebrate new holidays..,10,S09E10,9
MANAGER,That's not a right.,10,S09E10,9
KRAMER,"Well, it's going to be! Because I'm going back on strike. Come on Elaine. (Takes of his apron, and goes for his coat) It's a walk out!",10,S09E10,9
ELAINE,"No, I got to stay here and wait for the call.",10,S09E10,9
KRAMER,What? You're siding with management?!,10,S09E10,9
ELAINE,"No, I just..",10,S09E10,9
KRAMER,(Interrupting) Scab! Scab! (pointing at Elaine) Scab!,10,S09E10,9
[Setting,Taxi Cab],10,S09E10,9
GWEN,Hey.,10,S09E10,9
JERRY,"Boy, am I glad to see you.",10,S09E10,9
GWEN,You were expecting someone else?,10,S09E10,9
JERRY,You never know.,10,S09E10,9
GWEN,"(To driver) You know, you might want to take the tunnel.",10,S09E10,9
JERRY,"So, uh, what do you feel like eating? Chinese or Italian?",10,S09E10,9
GWEN,I can go either way.,10,S09E10,9
JERRY,(Shocked) You're telling me.,10,S09E10,9
[Setting,the Coffee Shop],10,S09E10,9
GEORGE,"So, she was switching? Back and forth?",10,S09E10,9
JERRY,"Actually, the only place she always looked good was in that back booth over there.",10,S09E10,9
GEORGE,"So, just bring her here. This is all you really need.",10,S09E10,9
JERRY,"I can't just keep bringing her to the coffee shop. I mean, what if things, you know, progress?",10,S09E10,9
GEORGE,Lights out.,10,S09E10,9
JERRY,"Alright, I'll give it a shot! I do really like this coffee shop. Nice cuff links, by the way.",10,S09E10,9
GEORGE,"(Pointing to them) Office Christmas gift. I tell you, this Human Fund is a gold mine!",10,S09E10,9
JERRY,"That's not a french cuff shirt, you know.",10,S09E10,9
GEORGE,I know. I cut the button off and poked a hole with a letter opener.,10,S09E10,9
JERRY,"Oh, that's classy.",10,S09E10,9
KRAMER,"Well, Happy Festivus.",10,S09E10,9
GEORGE,What is that? Is taht the pole?!,10,S09E10,9
FRANK,"George, Festivus is your heritage - it's part of who you are.",10,S09E10,9
GEORGE,(Sulking) That's why I hate it.,10,S09E10,9
KRAMER,There's a big dinner Tuesday night at Frank's house - everyone's invited.,10,S09E10,9
FRANK,"George, you're forgetting how much Festivus has meant to us all. I brought one of the casette tapes. (Franks pushes play, George as a child celebrating Festivus is heard)",10,S09E10,9
FRANK,Read that poem.,10,S09E10,9
GEORGE,(Complaining) I can't read it. I need my glasses!,10,S09E10,9
FRANK,"You don't need glasses, you're just weak! You're weak!",10,S09E10,9
ESTELLE,Leave him alone!,10,S09E10,9
FRANK,"Alright, George. It's time for the feats of strength.",10,S09E10,9
GEORGE,No! No! Turn it off! No feats of strength! (Gets up and starts running out of the coffee shop) I hate Festivus!,10,S09E10,9
FRANK,We had some good times.,10,S09E10,9
GWEN,Hey.,10,S09E10,9
JERRY,"I there. This is Kramer, and Frank.",10,S09E10,9
GWEN,Hi.,10,S09E10,9
KRAMER,"(Shocked at her ugliness, he stammers) Hello.",10,S09E10,9
GWEN,"So, you ready to go?",10,S09E10,9
JERRY,"Uh, why don't we stay here? The back booth just opened up. (They both walk to the booth and sit down. Suddenly, Gwen is attractive) Now this is a good looking booth.",10,S09E10,9
[Setting,H&H Bagel Shop],10,S09E10,9
KRAMER,"Protect Festivus! Hey, no bagels, no bagels, no bagels, (Continues to chant)",10,S09E10,9
MANAGER,"(To a waiting Elaine) Lady, if you want a sandwich, I'll make you a sandwich.",10,S09E10,9
ELAINE,"(Whining) I want the one that I earned. (Phone rings) I'll get it. I'll get it! (Into phone) H&H, and Elaine.",10,S09E10,9
KRAMER,"(From a phone booth right outside the store) Elaine, you should get out of there. I sabotaged the bagel machine last night. It's going down.",10,S09E10,9
ELAINE,What did you do?,10,S09E10,9
KRAMER,You've been warned.,10,S09E10,9
ELAINE,"Oh, hi! (Waves at him)",10,S09E10,9
WORKER,"Hey, the steam valve's broke.",10,S09E10,9
MANAGER,Can we still make bagels?,10,S09E10,9
WORKER,Sure. It's just a little steamy.,10,S09E10,9
KRAMER,Hey! How do you like your bagels now?!,10,S09E10,9
[Setting,Kruger Building],10,S09E10,9
KRUGER,"George, I got something for you. (Pulls a check from his pocket) I'm suppose to find a charity and throw some of the company's money at it. They all seem the same to me, so, what's the difference? (Hands the check to George)",10,S09E10,9
GEORGE,20 thousand dollars?,10,S09E10,9
KRUGER,"Made out to the Human Fund. (Tries to enter his office, but it's locked) Oh, damn. I've locked myself out of my office again. Oh well. I'm going home.",10,S09E10,9
[Setting,Coffee Shop],10,S09E10,9
GWEN,"Jerry, how many times do we have to come to this.. place?",10,S09E10,9
JERRY,Why? It's our place.,10,S09E10,9
GWEN,I just found a rubber band in my soup.,10,S09E10,9
JERRY,Oh.. I know who's cooking today!,10,S09E10,9
GEORGE,"Hey! Surprise, surprise!",10,S09E10,9
JERRY,"Hey, Georgie!",10,S09E10,9
GWEN,I think I'm just gonna go.,10,S09E10,9
JERRY,I'll be here.,10,S09E10,9
GEORGE,"(Sees Gwen's meal) Hey, soup.",10,S09E10,9
JERRY,She didn't touch it.,10,S09E10,9
GEORGE,"Ohh.. Paco! (Flicks rubber band tward the kitchen) Hey, take a look at this. (Hands Jerry Kruger's check)",10,S09E10,9
JERRY,20 thousand dollars from Kruger? You're not keeping this.,10,S09E10,9
GEORGE,I don't know.,10,S09E10,9
JERRY,Excuse me?,10,S09E10,9
GEORGE,I've been doing a lot of thinking. This might be my chance to start giving something back.,10,S09E10,9
JERRY,You want to give something back? Start with the 20 thousand dollars.,10,S09E10,9
GEORGE,I'm serious.,10,S09E10,9
JERRY,You're going to start your own charity?,10,S09E10,9
GEORGE,"I think I could be a philanthropist. a kick ass philanthropist! I would have all this money, and people would love me. Then they would come to me.. and beg! And if I felt like it, I would help them out. And then they would owe me big time! (Thinking to himself) .. First thing I'm gonna need is a driver..",10,S09E10,9
[Setting,Outside H&H Bagels],10,S09E10,9
ELAINE,"Kramer, the vest just called.",10,S09E10,9
KRAMER,(Shocked by the way Elaine looks) Yama - Hama! It's fright night!,10,S09E10,9
ELAINE,"Oh, yeah, I got a little steam bath. Listen, in 10 minutes, I'm gonna have my hands on that ""Atomic Sub"" card.",10,S09E10,9
KRAMER,And?,10,S09E10,9
ELAINE,(Embarrassed) Free sub. (Starts to leave) I'll see ya.,10,S09E10,9
KRAMER,Yeah.,10,S09E10,9
GWEN,"Kramer, Hi!",10,S09E10,9
KRAMER,"Oh, hello.",10,S09E10,9
GWEN,It's Gwen.. We met .. at the coffee shop.,10,S09E10,9
KRAMER,Ah-huh.,10,S09E10,9
GWEN,"I'm dating your friend, Jerry..",10,S09E10,9
KRAMER,"Ahh.. I don't know who you really are, but I've seen Jerry's girlfriend, and she's not you. You're much better looking - and like, a foot taller.",10,S09E10,9
GWEN,That's why we're always hiding in that coffee shop! He's afraid of getting caught.,10,S09E10,9
KRAMER,"Oh, he's a tomcat.",10,S09E10,9
ELAINE,Steve.,10,S09E10,9
DENIM VEST,Hmm?,10,S09E10,9
ELAINE,It's Elaine.,10,S09E10,9
DENIM VEST,From Tim Whatley's party?,10,S09E10,9
ELAINE,Yeah.,10,S09E10,9
DENIM VEST,You look.. different.,10,S09E10,9
ELAINE,I see you're still sticking with the denim. (He's wearing a denim coat) Do you have that card that I gave you?,10,S09E10,9
DENIM VEST,"Well, I had it back at my place, but I can't go there now.. I'll give it to you later, or something.",10,S09E10,9
ELAINE,"No, no, no. You give me your number.",10,S09E10,9
DENIM VEST,"Okay. Sure. (Pulls out a pad, and starts writing a number down) Do you have the mumps?",10,S09E10,9
ELAINE,No.,10,S09E10,9
DENIM VEST,Typhoid?,10,S09E10,9
ELAINE,No.,10,S09E10,9
DENIM VEST,"(Hands her the paper, and runs off) Yama - Hama!",10,S09E10,9
ELAINE,A fake number! Blimey!,10,S09E10,9
[Setting,Kruger's office],10,S09E10,9
KRUGER,"George, we have a problem. There's a memo, here, from accounting telling me there's no such thing as the Human Fund.",10,S09E10,9
GEORGE,"Well, there could be.",10,S09E10,9
KRUGER,But there isn't.,10,S09E10,9
GEORGE,"Well, I - I could, Uh, I could give the money back. Here. (Holds it out)",10,S09E10,9
KRUGER,"George, I don't get it. If there's no Human Fund, those donation cards were fake. You better have a damn good reason why you gave me a fake Christmas gift.",10,S09E10,9
GEORGE,"Well, sir, I - I gave out the fake card, because, um, I don't really celebrate Christmas. I, um, I celebrate Festivus.",10,S09E10,9
KRUGER,Vemonous?,10,S09E10,9
GEORGE,"Festivus, Sir. And, uh, I was afraid that I would be persecuted for my beliefs. They drove my family out of Bayside, Sir!",10,S09E10,9
KRUGER,"Are you making all this up, too?",10,S09E10,9
GEORGE,"Oh, no, Sir. Festivus is all too real. And.. I could prove it - if I had to.",10,S09E10,9
KRUGER,"Yeah, you probably should.",10,S09E10,9
[Setting,The Costanza's house],10,S09E10,9
GEORGE,Happy Festivus!,10,S09E10,9
FRANK,George? This is a surprise. (Looking at Kruger) Who's the suit?,10,S09E10,9
GEORGE,"Yo, dad. This is my boss, Mr. Kruger.",10,S09E10,9
FRANK,"Have you seen the pole, Kruger?",10,S09E10,9
GEORGE,"Dad, he doesn't need to see the pole.",10,S09E10,9
FRANK,He's gonna see it.,10,S09E10,9
GEORGE,Happy Festivus! (Sees Elaine) Yama - Hama!,10,S09E10,9
ELAINE,I didn't have time to go home. What are you doing here?,10,S09E10,9
GEORGE,Embracing my roots.,10,S09E10,9
JERRY,They nailed you on the 20 G's?,10,S09E10,9
GEORGE,Busted cold.,10,S09E10,9
FRANK,It's made from aluminum. Very high strength-to-weight ratio.,10,S09E10,9
KRUGER,I find your belief system fascinating.,10,S09E10,9
KRAMER,"Hey! Happy Festivus, everyone! (Hugs George, and jumps up and down) Hee, hee, hee!",10,S09E10,9
BOOKIE,"Hello again, Miss Benes.",10,S09E10,9
ELAINE,What are you doing here?,10,S09E10,9
BOOKIE,"Damnedest thing.. me and Charlie were calling to ask you out, and, uh, we got this bagel place..",10,S09E10,9
KRAMER,(Finishing the story) I told them I was just about to see you.. It's a Festivus miracle!,10,S09E10,9
ESTELLE,Dinner's ready!,10,S09E10,9
FRANK,Let's begin.,10,S09E10,9
"(Everyone sits around the table. Kruger recognized Kramer from ""The Meat Slicer"" episode..) KRUGER",Dr.. Van Nostrand?,10,S09E10,9
KRAMER,Uh.. that's right.,10,S09E10,9
FRANK,"Welcome, new comers. The tradition of Festivus begins with the airing of grievances. I got a lot of problems with you people! And now you're gonna hear about it! You, Kruger. My son tells me your company stinks!",10,S09E10,9
GEORGE,"Oh, God.",10,S09E10,9
FRANK,"(To George) Quiet, you'll get yours in a minute. Kruger, you couldn't smooth a silk sheet if you had a hot date with a babe.. I lost my train of thought.",10,S09E10,9
GWEN,Jerry!,10,S09E10,9
JERRY,Gwen! How'd you know I was here?,10,S09E10,9
GWEN,Kramer told me.,10,S09E10,9
KRAMER,Another Festivus miracle!,10,S09E10,9
GWEN,I guess this is the ugly girl I've been hearing about.,10,S09E10,9
ELAINE,"Hey, I was in a shvitz for 6 hours. Give me a break.",10,S09E10,9
JERRY,"Gwen. Gwen, wait! Ah! (runs back to his seat) Bad lighting on the porch.",10,S09E10,9
ELAINE,"(To bookie) Hey, how'd my horse do?",10,S09E10,9
BOOKIE,He had to be shot.,10,S09E10,9
FRANK,"And now as Festivus rolls on, we come to the feats of strength.",10,S09E10,9
GEORGE,Not the feats of strength..,10,S09E10,9
FRANK,"This year, the honor goes to Mr. Kramer.",10,S09E10,9
KRAMER,"Uh-oh. Oh, gee, Frank, I'm sorry. I gotta go. I have to work a double shift at H&H.",10,S09E10,9
JERRY,I thought you were on strike?,10,S09E10,9
KRAMER,"Well, I caved. I mean, I really had to use their bathroom. Frank, no offence, but this holiday is a little (makes a series of noises) out there.",10,S09E10,9
GEORGE,Kramer! You can't go! Who's gonna do the feats of strength?,10,S09E10,9
KRUGER,(Sipping liquor from a flask) How about George?,10,S09E10,9
FRANK,"Good thinking, Kruger. Until you pin me, George, Festivus is not over!",10,S09E10,9
GEORGE,"Oh, please, somebody, stop this!",10,S09E10,9
FRANK,(Taking off his sweater) Let's rumble!,10,S09E10,9
ESTELLE,"I think you can take him, Georgie!",10,S09E10,9
GEORGE,"Oh, come on! Be sensible.",10,S09E10,9
FRANK,"Stop crying, and fight your father!",10,S09E10,9
GEORGE,"Ow! .. Ow! I give, I give! Uncle!",10,S09E10,9
FRANK,This is the best Festivus ever!,10,S09E10,9
[Setting,H&H Bagel Shop],10,S09E10,9
MANAGER,Alright. That's enough. You're fired.,10,S09E10,9
KRAMER,"Thank - you! (Gets his coat, and leaves)",10,S09E10,9
[Setting,A car dealership],11,S09E11,9
GEORGE,"When are they gonna have the flying cars, already?",11,S09E11,9
JERRY,"Yeah, they have been promising that for a while..",11,S09E11,9
GEORGE,"Years. When we were kids, they made it seem like it was right around the corner.",11,S09E11,9
JERRY,I think Ed Begley Jr. has one.,11,S09E11,9
GEORGE,No. That's just electric.,11,S09E11,9
JERRY,"What about Harrison Ford? He had one in, uh, Blade Runner. That was a cool one.",11,S09E11,9
GEORGE,"(Sarcastically) What's the competition, Chitty Chitty Bang Bang?",11,S09E11,9
JERRY,"Well, what do you think the big holdup is?",11,S09E11,9
GEORGE,The government is very touchy about us being in the air. Let us run around on the ground as much as we want. Anything in the air is a big production.,11,S09E11,9
JERRY,"Yeah, right. And what about the floating cities?",11,S09E11,9
GEORGE,And the underwater bubble cities?,11,S09E11,9
JERRY,It's like we're living in the '50s here.,11,S09E11,9
KRAMER,It's good suspension!,11,S09E11,9
JERRY,"(To Kramer) Would you stop it? You'll have plenty of time to destroy it after I get it. Hey, George, I'm buyin' this car. (Gestures to a black Saab)",11,S09E11,9
GEORGE,Shhh What is wrong with you? You never tell 'em you like the car. (Advising) You're not sure what you want. You don't even know why you're here.,11,S09E11,9
JERRY,(Gestures to his forehead) Youre getting that vein again.,11,S09E11,9
GEORGE,I'm starving. We should have had lunch first..,11,S09E11,9
JERRY,"(Trying to quiet George down) It'll be twenty minutes. I told ya, Puddy's getting me an insider deal.",11,S09E11,9
GEORGE,Since when is Elaine's boyfriend selling cars? I thought he was a mechanic.,11,S09E11,9
JERRY,I guess he graduated.,11,S09E11,9
GEORGE,There's an easy move go from screwin' you behind your back to screwin' you right to your face.,11,S09E11,9
JERRY,(To Kramer) Thank you.,11,S09E11,9
GEORGE,"Puddys just gonna give you the car, huh? (Skeptically) Youll see. First they stick you with the undercoating, rust-proofing, dealer prep. Suddenly, youre on your back like a turtle.",11,S09E11,9
JERRY,All right. Calm down.,11,S09E11,9
GEORGE,"My father had a car salesman buddy. He was gonna fix him up real nice. Next thing I know, Im gettin dropped of in a Le Car with a fabric sunroof. All the kids are shoutin at me, ""Hey, Le George! Bonjour, Le George! Lets stuff Le George in Le Locker!""",11,S09E11,9
KRAMER,"Jerry, I dont think this thing is hooked up right.",11,S09E11,9
JERRY,"(To Kramer) All right, were goin in.",11,S09E11,9
SALESMAN,"Youve got a good eye, there. I see youve noticed the uni-body construction. Im Rick. Are you looking to buy or to lease?",11,S09E11,9
KRAMER,"Uh, borrow. Its for my friend. Yeah, hell be buying..",11,S09E11,9
RICK,Maybe I should talk to him.,11,S09E11,9
KRAMER,"Oh, I dont think so. No, hes an entertainer. You know, all over the place. Thats where I come in.",11,S09E11,9
RICK,"I see. So, youre his manag-",11,S09E11,9
KRAMER,"Yeah, neighbor. Thats right. Yeah, why dont we take this boiler out for a shakedown huh?",11,S09E11,9
GEORGE,"Look at these salesmen. The only thing these guys fear is the walk-out. No matter what they say, you say, ""Ill walk out of here right now!""",11,S09E11,9
SALESMAN,Can I help you with something?,11,S09E11,9
GEORGE,(Threatening) Hold it! One more step and were walkin!,11,S09E11,9
JERRY,"(Scolding) George. (To salesman) Sorry, were just waiting for David Puddy.",11,S09E11,9
GEORGE,(Still with a tone) He is. You dont know what Im doin here.,11,S09E11,9
ELAINE,Hey.,11,S09E11,9
JERRY,Hey.,11,S09E11,9
PUDDY,Sorry Im late.,11,S09E11,9
ELAINE,(Full of pride) My new salesman boyfriend took me out to celebrate his promotion.,11,S09E11,9
JERRY,Ah. Whered you go?,11,S09E11,9
ELAINE,"(Obviously embarrassed) Uh, to a restaurant.",11,S09E11,9
PUDDY,Arbys.,11,S09E11,9
ELAINE,I had the roast beef,11,S09E11,9
JERRY,"So, Puddy, I decided Im gonna go with another 900 convertible.",11,S09E11,9
PUDDY,All right. Classic. (Holds his hand up) High-five.,11,S09E11,9
ELAINE,"(Interrupting) David, can you tell me where the Xerox machine is?",11,S09E11,9
PUDDY,"Oh, sure, babe. Salesman-only copy room (Points) right there.",11,S09E11,9
ELAINE,Oh. (Leaves for the room),11,S09E11,9
PUDDY,"(To Jerry and George) Hey, come on, guys. Ill show you the 900.",11,S09E11,9
GEORGE,"(Mocking, skeptic) Yeah, you show us the 900.",11,S09E11,9
RICK,"And look at these features, Mr. Kramer Anti-lock brakes, automatic climate control. Uh, (Points out the windshield) make a right at this corner, please. (Goes back to the features) An adjustable steering wheel, and Oh, Mr. Kramer, you missed the turn..",11,S09E11,9
KRAMER,"No, no, no, I didnt.",11,S09E11,9
RICK,"Well, thats okay. (Pointing) Well make this next right, and swing around to get back to the dealership.",11,S09E11,9
KRAMER,"(Up to something) Well, its a test drive, right? I never drive around here. If Im gonna recommend this car, I need to see that itll handle my daily routine.",11,S09E11,9
RICK,Well where are we going?,11,S09E11,9
KRAMER,"Just a little place I like to call, ""Youll see"".",11,S09E11,9
[Setting,Puddys office],11,S09E11,9
GEORGE,Im starving. You got any of those free donuts you use to soften people up?,11,S09E11,9
PUDDY,(Pointing out his office door) By the service department.,11,S09E11,9
GEORGE,"(Getting up, he addresses Jerry) All right, remember no rust-proofing. Commit to nothing. If you have to speak - mumble.",11,S09E11,9
JERRY,"(As George is leaving for the donuts) Au revoir, Le George.",11,S09E11,9
GEORGE,Dont think it cant happen! (Leaves),11,S09E11,9
JERRY,"So, Puddy, this is a pretty good move for you, huh? No more ""grease monkey"".",11,S09E11,9
PUDDY,I dont care for that term.,11,S09E11,9
JERRY,"Oh. Sorry, I didnt know..",11,S09E11,9
PUDDY,"No, I dont know too many monkeys who could take apart a fuel injector.",11,S09E11,9
JERRY,I saw one once that could do sign language.,11,S09E11,9
PUDDY,"Yeah, I saw that one. Uh.. Koko.",11,S09E11,9
JERRY,"Yeah, Koko.",11,S09E11,9
PUDDY,"Right, Koko. That chimps all right. (Holds up his hand) High-five.",11,S09E11,9
GEORGE,"Hey, hey, hey! Whats goin on here? (To Jerry) You didnt agree to anything, did ya?",11,S09E11,9
JERRY,No. We both just saw the same monkey.,11,S09E11,9
GEORGE,"(Aggravated) Well, I got screwed on the donuts. There were none left. Heh!",11,S09E11,9
PUDDY,"(Standing up) Well, theres a vending machine. I could show you where it is. (Leaves, showing George the way)",11,S09E11,9
GEORGE,"(To Jerry) Hey, gimme a dollar.",11,S09E11,9
JERRY,(Getting a dollar out) Wheres your money?,11,S09E11,9
GEORGE,(Talking it) Im here helpin you.,11,S09E11,9
ELAINE,Hey. Wheres Puddy? The copy machine is broken.,11,S09E11,9
GEORGE,"(On his way out) Heh, heh, heh. Thats what they want you to think.",11,S09E11,9
JERRY,"Hey, Elaine, have you noticed your boyfriend has developed an annoying little habit?",11,S09E11,9
